source,target,partition_col
0-2816,0-1841,0
0-5506,0-5604,0
0-701,0-2802,0
0-2796,0-3569,0
0-3405,0-4450,0
0-2290,0-1327,0
0-2631,0-5484,0
0-4594,0-5389,0
0-4191,0-4457,0
0-3216,0-2838,0
0-5299,0-693,0
0-3744,0-4743,0
0-4857,0-3442,0
0-2683,0-4327,0
0-4286,0-2660,0
0-2418,0-2440,0
0-2065,0-5263,0
0-4543,0-4590,0
0-5044,0-2002,0
0-4208,0-5350,0
0-4515,0-1262,0
0-4459,0-4374,0
0-4593,0-5121,0
0-5657,0-5319,0
0-2472,0-3818,0
0-3243,0-4611,0
0-2488,0-979,0
0-5513,0-4219,0
0-3474,0-3588,0
0-3451,0-3479,0
0-454,0-3390,0
0-3387,0-1480,0
0-4864,0-5403,0
0-4345,0-4524,0
0-4431,0-2893,0
0-3625,0-5189,0
0-3891,0-4852,0
0-5479,0-5193,0
0-2336,0-4355,0
0-1211,0-2960,0
0-2686,0-4618,0
0-4571,0-1741,0
0-3438,0-4638,0
0-5540,0-3788,0
0-4675,0-3619,0
0-3318,0-4279,0
0-4891,0-5420,0
0-3959,0-1849,0
0-4436,0-5006,0
0-814,0-5214,0
0-412,0-5567,0
0-5184,0-3471,0
0-5137,0-3198,0
0-5283,0-5291,0
0-4940,0-840,0
0-1373,0-5347,0
0-2905,0-4672,0
0-3102,0-5176,0
0-3027,0-758,0
0-5611,0-3144,0
0-4587,0-5111,0
0-4226,0-2382,0
0-1836,0-5628,0
0-1759,0-5132,0
0-3413,0-1331,0
0-2359,0-3045,0
0-4720,0-3002,0
0-1338,0-5236,0
0-2393,0-5648,0
0-4181,0-3147,0
0-5102,0-2263,0
0-1183,0-1770,0
0-5183,0-5596,0
0-2655,0-4415,0
0-5615,0-5033,0
0-5135,0-4053,0
0-1434,0-2139,0
0-4469,0-5514,0
0-5495,0-4728,0
0-3537,0-4991,0
0-3896,0-3934,0
0-5225,0-2054,0
0-5183,0-3885,0
0-1747,0-4751,0
0-4425,0-4019,0
0-2884,0-4552,0
0-4423,0-3780,0
0-2476,0-4594,0
0-4009,0-2262,0
0-2245,0-5085,0
0-4238,0-1684,0
0-3571,0-840,0
0-3554,0-3921,0
0-2836,0-3922,0
0-5252,0-4239,0
0-1910,0-5008,0
0-4537,0-5022,0
0-1879,0-4741,0
0-4201,0-5458,0
0-950,0-2923,0
0-5430,0-3256,0
0-3615,0-3008,0
0-456,0-2510,0
0-5408,0-4006,0
0-4507,0-2507,0
0-5479,0-2826,0
0-5391,0-4814,0
0-5059,0-4760,0
0-1870,0-3343,0
0-3291,0-2068,0
0-5295,0-5449,0
0-2392,0-2669,0
0-4651,0-3751,0
0-4949,0-4058,0
0-5502,0-3803,0
0-5207,0-5658,0
0-4193,0-1615,0
0-4313,0-3788,0
0-4948,0-4489,0
0-2448,0-4410,0
0-3537,0-1856,0
0-4774,0-3915,0
0-4780,0-4614,0
0-3020,0-1789,0
0-4928,0-5201,0
0-2776,0-5342,0
0-4284,0-4589,0
0-2019,0-3473,0
0-3222,0-2232,0
0-2916,0-2897,0
0-2789,0-4258,0
0-4971,0-3641,0
0-2995,0-4663,0
0-4790,0-5606,0
0-3646,0-2813,0
0-3338,0-2570,0
0-3680,0-4587,0
0-3805,0-4680,0
0-5328,0-1326,0
0-2256,0-2615,0
0-3163,0-4829,0
0-2707,0-3114,0
0-898,0-2269,0
0-4862,0-3459,0
0-4240,0-1262,0
0-4439,0-3302,0
0-5253,0-5579,0
0-1859,0-2782,0
0-5522,0-165,0
0-1878,0-3046,0
0-5358,0-5668,0
0-3984,0-313,0
0-5620,0-3379,0
0-5139,0-1800,0
0-3866,0-2906,0
0-1555,0-3266,0
0-1532,0-3857,0
0-5390,0-4808,0
0-1006,0-1960,0
0-4235,0-4162,0
0-5295,0-3897,0
0-2931,0-3775,0
0-1423,0-3740,0
0-973,0-3007,0
0-2038,0-3165,0
0-4348,0-5611,0
0-4496,0-2621,0
0-1278,0-5193,0
0-5371,0-4905,0
0-5377,0-3502,0
0-747,0-5627,0
0-4366,0-2757,0
0-4642,0-3798,0
0-4470,0-2786,0
0-1893,0-5499,0
0-1712,0-2694,0
0-4438,0-746,0
0-4101,0-4171,0
0-4617,0-3989,0
0-2975,0-5530,0
0-3007,0-5136,0
0-4446,0-3461,0
0-1381,0-3677,0
0-3433,0-2296,0
0-4671,0-2991,0
0-3268,0-2861,0
0-4137,0-3529,0
0-5493,0-2715,0
0-3667,0-5272,0
0-2438,0-4876,0
0-5651,0-5046,0
0-4350,0-4922,0
0-5574,0-3466,0
0-3808,0-4862,0
0-3246,0-3021,0
0-4782,0-5320,0
0-5217,0-1887,0
0-4185,0-1031,0
0-4539,0-5069,0
0-3253,0-5176,0
0-2569,0-4366,0
0-5672,0-4955,0
0-3609,0-2877,0
0-5142,0-3840,0
0-2349,0-1904,0
0-2541,0-3774,0
0-5268,0-4997,0
0-5519,0-2606,0
0-5268,0-1964,0
0-4222,0-5352,0
0-3158,0-3144,0
0-1103,0-3877,0
0-4661,0-4465,0
0-3966,0-5028,0
0-3543,0-3199,0
0-3830,0-5346,0
0-3407,0-3314,0
0-5271,0-3217,0
0-4620,0-4814,0
0-5296,0-1995,0
0-5497,0-4399,0
0-411,0-4467,0
0-2900,0-4163,0
0-2179,0-4782,0
0-4621,0-2048,0
0-5276,0-5034,0
0-4845,0-5288,0
0-4588,0-2616,0
0-4521,0-3201,0
0-2101,0-5557,0
0-4485,0-2130,0
0-4530,0-2850,0
0-3671,0-5433,0
0-2656,0-4762,0
0-4083,0-1904,0
0-5664,0-2609,0
0-2835,0-4413,0
0-3719,0-1310,0
0-1562,0-3110,0
0-2066,0-1985,0
0-3240,0-2389,0
0-4181,0-2931,0
0-5477,0-3915,0
0-5635,0-4566,0
0-4090,0-5400,0
0-821,0-1608,0
0-5305,0-4402,0
0-4627,0-5205,0
0-3948,0-1770,0
0-3700,0-2148,0
0-5469,0-2844,0
0-4579,0-3696,0
0-4698,0-2717,0
0-3508,0-2661,0
0-5157,0-4859,0
0-4167,0-2627,0
0-2406,0-5644,0
0-4756,0-4394,0
0-4585,0-1271,0
0-5543,0-2733,0
0-3992,0-4386,0
0-4186,0-5634,0
0-4183,0-4108,0
0-5130,0-1139,0
0-5300,0-4781,0
0-2550,0-5543,0
0-4180,0-3716,0
0-4870,0-2235,0
0-3531,0-4123,0
0-2706,0-3660,0
0-3380,0-5389,0
0-4217,0-3576,0
0-2777,0-5623,0
0-3306,0-5246,0
0-5167,0-5313,0
0-4615,0-3198,0
0-5642,0-4827,0
0-761,0-2310,0
0-4672,0-4111,0
0-5037,0-4888,0
0-3829,0-4025,0
0-4806,0-3788,0
0-1614,0-3476,0
0-2843,0-3838,0
0-1239,0-4791,0
0-5120,0-4773,0
0-4280,0-5253,0
0-3266,0-5653,0
0-4813,0-4099,0
0-3546,0-1117,0
0-1937,0-5286,0
0-5074,0-4945,0
0-4787,0-2642,0
0-5629,0-4981,0
0-4446,0-2000,0
0-3533,0-2336,0
0-3841,0-4475,0
0-5517,0-5467,0
0-2744,0-4825,0
0-2646,0-5077,0
0-4181,0-5663,0
0-844,0-1665,0
0-4094,0-3767,0
0-5048,0-5185,0
0-2381,0-1431,0
0-3842,0-3645,0
0-1842,0-1531,0
0-4207,0-1851,0
0-5257,0-2713,0
0-1971,0-5358,0
0-5645,0-3913,0
0-4978,0-4750,0
0-1492,0-1480,0
0-2386,0-2974,0
0-2651,0-5266,0
0-972,0-984,0
0-4685,0-2683,0
0-5122,0-3863,0
0-5448,0-3965,0
0-2847,0-3246,0
0-3808,0-2615,0
0-3161,0-4240,0
0-4603,0-1322,0
0-4969,0-143,0
0-3771,0-4850,0
0-3224,0-1556,0
0-1982,0-5566,0
0-5508,0-5370,0
0-3018,0-4577,0
0-3389,0-2636,0
0-4213,0-3029,0
0-3887,0-5104,0
0-4512,0-4893,0
0-2750,0-2072,0
0-3511,0-4175,0
0-3340,0-4667,0
0-5270,0-4496,0
0-2567,0-2474,0
0-1699,0-2282,0
0-2795,0-2880,0
0-3112,0-1821,0
0-5321,0-5168,0
0-4264,0-1959,0
0-4823,0-4521,0
0-3887,0-4598,0
0-4301,0-4650,0
0-5266,0-5521,0
0-1069,0-740,0
0-3631,0-5049,0
0-3558,0-5256,0
0-4266,0-5253,0
0-3462,0-5240,0
0-2966,0-5273,0
0-3120,0-5056,0
0-4352,0-1043,0
0-4606,0-4889,0
0-4671,0-2111,0
0-4551,0-3518,0
0-3942,0-5584,0
0-5620,0-5016,0
0-3105,0-1579,0
0-2720,0-3190,0
0-2417,0-5223,0
0-2556,0-5502,0
0-4824,0-733,0
0-5377,0-5025,0
0-3901,0-4400,0
0-3629,0-5169,0
0-5391,0-4916,0
0-1535,0-2037,0
0-5399,0-3703,0
0-4867,0-3428,0
0-4636,0-4453,0
0-3730,0-5656,0
0-5158,0-3221,0
0-4596,0-3018,0
0-2318,0-2252,0
0-3309,0-4102,0
0-4890,0-3545,0
0-4329,0-4605,0
0-4597,0-4101,0
0-3371,0-4544,0
0-4089,0-4560,0
0-4234,0-2228,0
0-5271,0-5240,0
0-4654,0-3307,0
0-5074,0-2175,0
0-2281,0-5098,0
0-4594,0-2198,0
0-408,0-2318,0
0-5140,0-4560,0
0-3201,0-2625,0
0-4774,0-3813,0
0-5365,0-3803,0
0-3231,0-1557,0
0-1990,0-4706,0
0-1152,0-2200,0
0-5098,0-3713,0
0-5001,0-1767,0
0-4196,0-2924,0
0-5138,0-4240,0
0-2774,0-1118,0
0-3954,0-5413,0
0-2989,0-4510,0
0-2848,0-5634,0
0-1510,0-4695,0
0-4813,0-3564,0
0-3498,0-3816,0
0-4131,0-5066,0
0-4915,0-3122,0
0-4324,0-1047,0
0-2920,0-4055,0
0-1379,0-5502,0
0-2091,0-5328,0
0-3484,0-1943,0
0-2885,0-3116,0
0-4456,0-4415,0
0-4993,0-1634,0
0-4016,0-2001,0
0-5575,0-4668,0
0-4170,0-1282,0
0-2509,0-4901,0
0-4221,0-4866,0
0-4548,0-3590,0
0-3282,0-4974,0
0-1861,0-1260,0
0-2786,0-2562,0
0-1976,0-3804,0
0-5310,0-3424,0
0-5199,0-4914,0
0-2945,0-5161,0
0-1669,0-2943,0
0-5192,0-2889,0
0-3514,0-4543,0
0-3309,0-4026,0
0-4590,0-4309,0
0-5486,0-4624,0
0-4312,0-2892,0
0-5219,0-4673,0
0-4095,0-2900,0
0-5303,0-3502,0
0-2019,0-4900,0
0-4743,0-2101,0
0-5293,0-2252,0
0-1395,0-4957,0
0-3356,0-5267,0
0-3734,0-3127,0
0-3009,0-4666,0
0-5573,0-2442,0
0-4751,0-3687,0
0-1907,0-4636,0
0-2638,0-5606,0
0-3554,0-4810,0
0-2055,0-2681,0
0-3121,0-5257,0
0-2466,0-4882,0
0-2458,0-3539,0
0-4157,0-5252,0
0-3891,0-4540,0
0-2759,0-5296,0
0-5537,0-1325,0
0-5261,0-5385,0
0-2100,0-5438,0
0-985,0-871,0
0-251,0-168,0
0-2932,0-2072,0
0-5434,0-5058,0
0-3995,0-4276,0
0-4007,0-3487,0
0-1303,0-3577,0
0-4282,0-5545,0
0-3558,0-2801,0
0-5046,0-3659,0
0-4800,0-2589,0
0-1941,0-4677,0
0-2141,0-3741,0
0-4896,0-1989,0
0-2833,0-1669,0
0-2341,0-5474,0
0-5125,0-2834,0
0-3186,0-5302,0
0-3978,0-4610,0
0-3922,0-4672,0
0-909,0-4258,0
0-3761,0-3646,0
0-5267,0-4640,0
0-2609,0-2008,0
0-4279,0-4441,0
0-2309,0-4996,0
0-4904,0-4683,0
0-5060,0-543,0
0-4835,0-4430,0
0-5362,0-5494,0
0-3363,0-4382,0
0-5558,0-5640,0
0-4292,0-3275,0
0-5649,0-3932,0
0-4359,0-2699,0
0-4375,0-3129,0
0-4250,0-3920,0
0-3695,0-1999,0
0-3845,0-1798,0
0-4173,0-2578,0
0-1354,0-3954,0
0-5598,0-3872,0
0-372,0-5255,0
0-631,0-4945,0
0-5539,0-4535,0
0-4732,0-5502,0
0-2640,0-4562,0
0-5206,0-3384,0
0-601,0-3457,0
0-3935,0-2463,0
0-4568,0-4331,0
0-5240,0-5583,0
0-5524,0-3634,0
0-3020,0-4654,0
0-5268,0-4683,0
0-3688,0-3002,0
0-4980,0-4684,0
0-5146,0-4300,0
0-2640,0-4834,0
0-2786,0-3258,0
0-5371,0-1721,0
0-3434,0-2153,0
0-5219,0-3370,0
0-5276,0-4466,0
0-5428,0-2281,0
0-4399,0-5032,0
0-4329,0-4321,0
0-5648,0-4686,0
0-2524,0-4840,0
0-2574,0-4276,0
0-3486,0-4790,0
0-3112,0-4207,0
0-3856,0-2241,0
0-5341,0-1920,0
0-4842,0-3629,0
0-2213,0-5567,0
0-2887,0-5566,0
0-3497,0-3996,0
0-3234,0-4806,0
0-4941,0-5434,0
0-4750,0-4341,0
0-4915,0-4924,0
0-4075,0-5171,0
0-5524,0-5463,0
0-1956,0-2384,0
0-3218,0-2271,0
0-5106,0-2327,0
0-2250,0-3634,0
0-2908,0-2863,0
0-2415,0-4660,0
0-1855,0-4868,0
0-4133,0-3512,0
0-3056,0-3877,0
0-4607,0-2000,0
0-2825,0-2663,0
0-1022,0-3828,0
0-5608,0-3872,0
0-1644,0-3036,0
0-5373,0-2595,0
0-4615,0-1456,0
0-3473,0-5161,0
0-5034,0-4400,0
0-4256,0-3461,0
0-4539,0-3608,0
0-5074,0-1980,0
0-4206,0-2144,0
0-4416,0-5521,0
0-1149,0-1187,0
0-4901,0-4923,0
0-3658,0-5613,0
0-5007,0-5046,0
0-3635,0-5311,0
0-1161,0-1788,0
0-3540,0-3323,0
0-4472,0-5306,0
0-3218,0-1751,0
0-3116,0-2117,0
0-4391,0-2787,0
0-5444,0-1464,0
0-4620,0-1524,0
0-4709,0-3612,0
0-5615,0-2685,0
0-1526,0-4627,0
0-145,0-2989,0
0-4829,0-1702,0
0-5468,0-1326,0
0-4627,0-3077,0
0-5668,0-5548,0
0-4344,0-4067,0
0-3449,0-5645,0
0-2176,0-4152,0
0-4468,0-5231,0
0-4750,0-798,0
0-2501,0-4630,0
0-493,0-4624,0
0-3910,0-2269,0
0-3693,0-5450,0
0-4764,0-4988,0
0-2100,0-4015,0
0-5455,0-5620,0
0-892,0-2618,0
0-2112,0-5631,0
0-1972,0-4595,0
0-5427,0-4867,0
0-3421,0-3381,0
0-4491,0-3320,0
0-3679,0-3772,0
0-3179,0-3152,0
0-4286,0-5329,0
0-5022,0-5386,0
0-5290,0-2713,0
0-5126,0-2841,0
0-2424,0-2794,0
0-4175,0-1828,0
0-4528,0-1379,0
0-3615,0-5650,0
0-4998,0-4513,0
0-1281,0-3393,0
0-3609,0-2187,0
0-3799,0-1672,0
0-4942,0-3476,0
0-5131,0-3478,0
0-4736,0-3519,0
0-4614,0-2454,0
0-5159,0-5550,0
0-2182,0-5268,0
0-4226,0-3390,0
0-2752,0-4055,0
0-765,0-5226,0
0-4836,0-1700,0
0-5544,0-3621,0
0-5472,0-5352,0
0-5254,0-3359,0
0-1469,0-1713,0
0-4874,0-5352,0
0-5134,0-5521,0
0-4432,0-1102,0
0-4922,0-5664,0
0-2155,0-5195,0
0-5202,0-5194,0
0-4938,0-4278,0
0-5522,0-5512,0
0-4253,0-4975,0
0-4254,0-2638,0
0-4126,0-5447,0
0-5107,0-3617,0
0-5640,0-4799,0
0-4128,0-4384,0
0-4987,0-3138,0
0-1104,0-2657,0
0-4263,0-4821,0
0-4552,0-3555,0
0-3834,0-2830,0
0-1805,0-2948,0
0-2749,0-2898,0
0-5469,0-5038,0
0-3936,0-1804,0
0-606,0-5434,0
0-5604,0-2346,0
0-5272,0-2158,0
0-4554,0-5319,0
0-5217,0-2280,0
0-4798,0-4382,0
0-5066,0-2462,0
0-5108,0-4333,0
0-5085,0-1198,0
0-1697,0-2946,0
0-2956,0-2600,0
0-1921,0-4203,0
0-3947,0-4009,0
0-5112,0-4475,0
0-5171,0-4930,0
0-4066,0-3185,0
0-5164,0-5482,0
0-4032,0-1260,0
0-4802,0-5372,0
0-2568,0-5649,0
0-2390,0-2342,0
0-3260,0-4498,0
0-3708,0-5337,0
0-2979,0-5210,0
0-5194,0-791,0
0-3838,0-5565,0
0-2605,0-3461,0
0-3294,0-3594,0
0-3531,0-3086,0
0-2905,0-1985,0
0-2044,0-3664,0
0-3319,0-4195,0
0-4506,0-1056,0
0-4287,0-4481,0
0-1965,0-598,0
0-4885,0-2710,0
0-3519,0-5647,0
0-5353,0-5104,0
0-4986,0-4844,0
0-1076,0-1393,0
0-2169,0-1743,0
0-2926,0-4370,0
0-3862,0-2954,0
0-2893,0-5367,0
0-5662,0-5352,0
0-5183,0-4773,0
0-721,0-1127,0
0-572,0-4264,0
0-4566,0-3609,0
0-4982,0-4430,0
0-5312,0-2949,0
0-4469,0-2639,0
0-2779,0-1726,0
0-3131,0-4616,0
0-2267,0-1826,0
0-3782,0-5414,0
0-2264,0-4340,0
0-2386,0-2742,0
0-4646,0-3391,0
0-5202,0-4810,0
0-1430,0-4711,0
0-3794,0-5109,0
0-3798,0-5032,0
0-3643,0-2483,0
0-4643,0-3238,0
0-3677,0-1806,0
0-5325,0-3034,0
0-1492,0-4866,0
0-5459,0-5052,0
0-4702,0-3566,0
0-1497,0-3185,0
0-937,0-4353,0
0-4927,0-4506,0
0-3101,0-2025,0
0-1932,0-4997,0
0-1800,0-3887,0
0-1233,0-5320,0
0-239,0-3565,0
0-2779,0-3375,0
0-3105,0-3082,0
0-339,0-1227,0
0-5099,0-3382,0
0-4305,0-3917,0
0-2189,0-1599,0
0-4317,0-2742,0
0-1566,0-1735,0
0-3328,0-3755,0
0-1823,0-1237,0
0-4540,0-5225,0
0-827,0-3059,0
0-2316,0-5470,0
0-4055,0-5488,0
0-4344,0-3803,0
0-3003,0-2783,0
0-3367,0-4454,0
0-3336,0-3338,0
0-3780,0-5401,0
0-4921,0-4040,0
0-3322,0-5486,0
0-3539,0-5601,0
0-3810,0-5173,0
0-5049,0-785,0
0-3127,0-5047,0
0-4902,0-4512,0
0-4763,0-4192,0
0-4575,0-3990,0
0-1564,0-4059,0
0-4215,0-3892,0
0-5065,0-5478,0
0-3264,0-5471,0
0-4949,0-4751,0
0-4723,0-5424,0
0-4545,0-5063,0
0-4679,0-5066,0
0-4636,0-2201,0
0-1056,0-3945,0
0-3923,0-3665,0
0-4426,0-3056,0
0-3062,0-5340,0
0-4794,0-2757,0
0-5515,0-5005,0
0-4234,0-5165,0
0-5569,0-3431,0
0-1725,0-4189,0
0-4587,0-4641,0
0-2455,0-4166,0
0-4990,0-3108,0
0-5035,0-5351,0
0-2373,0-4049,0
0-1529,0-5618,0
0-3637,0-5057,0
0-1818,0-3924,0
0-5249,0-292,0
0-640,0-2257,0
0-3344,0-2685,0
0-2200,0-3818,0
0-3596,0-2544,0
0-2466,0-2918,0
0-2420,0-1911,0
0-4253,0-2413,0
0-3112,0-3977,0
0-3048,0-5051,0
0-5299,0-4675,0
0-3542,0-4057,0
0-2375,0-4288,0
0-2913,0-3003,0
0-4801,0-2730,0
0-5528,0-1775,0
0-2137,0-3006,0
0-5085,0-5306,0
0-2374,0-4728,0
0-2431,0-1049,0
0-5076,0-4914,0
0-5405,0-4643,0
0-5548,0-343,0
0-1730,0-3995,0
0-5204,0-2731,0
0-4052,0-2187,0
0-3870,0-4762,0
0-4307,0-1293,0
0-3665,0-3804,0
0-4176,0-2179,0
0-216,0-1518,0
0-4260,0-4644,0
0-4935,0-1777,0
0-3222,0-5054,0
0-5666,0-4375,0
0-4643,0-5271,0
0-4405,0-3551,0
0-4280,0-1413,0
0-2993,0-3109,0
0-2309,0-5431,0
0-2814,0-2069,0
0-4987,0-5010,0
0-5472,0-5544,0
0-5333,0-5170,0
0-4848,0-2316,0
0-4224,0-3473,0
0-4695,0-5536,0
0-5033,0-5355,0
0-3188,0-4980,0
0-4391,0-3979,0
0-3769,0-5634,0
0-3016,0-4657,0
0-4840,0-2796,0
0-2039,0-5115,0
0-4689,0-4245,0
0-3499,0-5446,0
0-5319,0-5164,0
0-4301,0-3053,0
0-5244,0-2555,0
0-890,0-2663,0
0-2187,0-3068,0
0-3324,0-4283,0
0-1799,0-2382,0
0-4366,0-5047,0
0-3792,0-4116,0
0-3402,0-5630,0
0-4086,0-1820,0
0-1101,0-4996,0
0-1768,0-5247,0
0-5483,0-5403,0
0-3860,0-1408,0
0-3315,0-2737,0
0-5325,0-4135,0
0-4295,0-5454,0
0-5431,0-4840,0
0-1285,0-2041,0
0-922,0-849,0
0-2409,0-5648,0
0-1966,0-582,0
0-3823,0-5284,0
0-5297,0-2814,0
0-3085,0-3287,0
0-3639,0-3293,0
0-2704,0-4346,0
0-3056,0-4529,0
0-780,0-4589,0
0-569,0-5662,0
0-5643,0-1692,0
0-1434,0-5487,0
0-3333,0-2964,0
0-4721,0-4602,0
0-1265,0-5633,0
0-3564,0-5487,0
0-3364,0-524,0
0-3658,0-4858,0
0-5529,0-1884,0
0-5444,0-4953,0
0-3513,0-3816,0
0-939,0-4668,0
0-3201,0-4681,0
0-1347,0-5358,0
0-3460,0-4227,0
0-5620,0-3973,0
0-2177,0-5276,0
0-2857,0-4513,0
0-5028,0-2415,0
0-3481,0-4630,0
0-4298,0-5515,0
0-5461,0-1380,0
0-1259,0-3813,0
0-1362,0-4367,0
0-3314,0-3468,0
0-5472,0-1638,0
0-3734,0-3122,0
0-5461,0-4770,0
0-4044,0-2674,0
0-5387,0-4982,0
0-3728,0-4209,0
0-5416,0-5419,0
0-2103,0-3984,0
0-4317,0-1937,0
0-3467,0-5463,0
0-3351,0-4653,0
0-2775,0-2332,0
0-4538,0-3654,0
0-5662,0-3430,0
0-920,0-2428,0
0-4504,0-3125,0
0-3628,0-2661,0
0-4840,0-5144,0
0-5559,0-4560,0
0-4383,0-4168,0
0-4642,0-1644,0
0-894,0-3954,0
0-3396,0-5020,0
0-4804,0-5253,0
0-5257,0-3420,0
0-5620,0-2038,0
0-5245,0-2200,0
0-4052,0-4570,0
0-3118,0-5640,0
0-3934,0-1488,0
0-5556,0-3853,0
0-412,0-739,0
0-1978,0-4056,0
0-2036,0-4937,0
0-839,0-4089,0
0-1134,0-2661,0
0-4485,0-3078,0
0-5344,0-5161,0
0-4240,0-885,0
0-1620,0-627,0
0-2785,0-2199,0
0-4795,0-4085,0
0-5449,0-3352,0
0-2472,0-5039,0
0-5102,0-4889,0
0-3397,0-3762,0
0-3635,0-4556,0
0-5338,0-112,0
0-3413,0-5484,0
0-4618,0-5592,0
0-1127,0-4961,0
0-3367,0-4346,0
0-4782,0-5329,0
0-4702,0-2324,0
0-4990,0-4333,0
0-3054,0-5573,0
0-4296,0-4497,0
0-4417,0-5477,0
0-4502,0-1208,0
0-5396,0-4563,0
0-4133,0-2541,0
0-5391,0-2101,0
0-919,0-4099,0
0-5169,0-5596,0
0-5196,0-5457,0
0-1773,0-4907,0
0-5487,0-5655,0
0-3056,0-3259,0
0-3615,0-4986,0
0-4545,0-5399,0
0-3893,0-5592,0
0-4868,0-4430,0
0-5469,0-829,0
0-5122,0-5165,0
0-218,0-5310,0
0-5511,0-4377,0
0-4577,0-1529,0
0-3950,0-3394,0
0-5443,0-4457,0
0-5649,0-4980,0
0-1828,0-4645,0
0-5334,0-4035,0
0-5343,0-4173,0
0-4543,0-3979,0
0-452,0-1771,0
0-1180,0-2399,0
0-3546,0-3805,0
0-3273,0-5112,0
0-1006,0-4898,0
0-1811,0-3586,0
0-3436,0-4306,0
0-3226,0-4532,0
0-4614,0-1261,0
0-3448,0-4895,0
0-1943,0-5273,0
0-4626,0-5644,0
0-4065,0-4648,0
0-4565,0-3100,0
0-5018,0-4560,0
0-2962,0-4561,0
0-2589,0-4790,0
0-5381,0-3561,0
0-4920,0-1052,0
0-4432,0-1362,0
0-5250,0-1627,0
0-5108,0-2772,0
0-3846,0-2331,0
0-3043,0-2484,0
0-2160,0-5303,0
0-4961,0-5091,0
0-3752,0-3915,0
0-3532,0-5449,0
0-4007,0-2445,0
0-4617,0-4940,0
0-1144,0-4526,0
0-1194,0-4545,0
0-4764,0-3279,0
0-5169,0-5248,0
0-1086,0-3109,0
0-4646,0-4250,0
0-3078,0-4944,0
0-3297,0-4346,0
0-3958,0-4271,0
0-2966,0-3587,0
0-4318,0-5581,0
0-3101,0-5247,0
0-3197,0-5441,0
0-2999,0-4403,0
0-2208,0-294,0
0-4312,0-4552,0
0-3889,0-4597,0
0-2910,0-3884,0
0-2205,0-2628,0
0-4675,0-4482,0
0-2216,0-3021,0
0-3149,0-1856,0
0-3592,0-3242,0
0-5072,0-2743,0
0-2049,0-4111,0
0-2471,0-4138,0
0-4567,0-4696,0
0-3146,0-1410,0
0-861,0-1521,0
0-5161,0-4533,0
0-5672,0-4836,0
0-4989,0-3262,0
0-4882,0-2634,0
0-2890,0-5088,0
0-5075,0-5266,0
0-4384,0-4459,0
0-4966,0-4447,0
0-4759,0-3753,0
0-3981,0-5279,0
0-5365,0-3794,0
0-3067,0-3477,0
0-823,0-3965,0
0-735,0-2223,0
0-5522,0-2623,0
0-5163,0-1885,0
0-5231,0-5292,0
0-3999,0-4421,0
0-4449,0-1898,0
0-3666,0-4987,0
0-5167,0-3824,0
0-4552,0-3131,0
0-3521,0-5396,0
0-5417,0-4708,0
0-3873,0-4324,0
0-4520,0-419,0
0-3937,0-5094,0
0-4747,0-2846,0
0-1719,0-5271,0
0-2365,0-4398,0
0-1696,0-5210,0
0-1872,0-3977,0
0-4878,0-3206,0
0-5567,0-5114,0
0-5470,0-5318,0
0-5165,0-3599,0
0-4942,0-4998,0
0-5210,0-2714,0
0-2746,0-4278,0
0-2918,0-5180,0
0-3862,0-5421,0
0-5292,0-5608,0
0-4623,0-2379,0
0-1502,0-5003,0
0-3148,0-1842,0
0-5559,0-5423,0
0-2569,0-4201,0
0-4204,0-3741,0
0-3803,0-3535,0
0-4678,0-508,0
0-1257,0-3896,0
0-3944,0-2335,0
0-1212,0-5080,0
0-3769,0-5486,0
0-4156,0-5338,0
0-3970,0-5311,0
0-5087,0-2007,0
0-3187,0-2715,0
0-4357,0-4458,0
0-4954,0-2470,0
0-3852,0-4337,0
0-3687,0-5312,0
0-4434,0-3784,0
0-2532,0-5481,0
0-3463,0-4020,0
0-4937,0-5238,0
0-4268,0-5481,0
0-771,0-3716,0
0-5463,0-5629,0
0-5471,0-3219,0
0-5645,0-2160,0
0-5550,0-5597,0
0-3391,0-2661,0
0-1369,0-5254,0
0-3109,0-5328,0
0-5144,0-3531,0
0-3609,0-3221,0
0-4861,0-3534,0
0-2268,0-2965,0
0-3539,0-5408,0
0-5307,0-2551,0
0-2489,0-1494,0
0-4868,0-3376,0
0-5427,0-2837,0
0-2085,0-4015,0
0-3100,0-2665,0
0-4834,0-3128,0
0-4410,0-5272,0
0-2276,0-2518,0
0-5591,0-4744,0
0-1574,0-4133,0
0-5585,0-5191,0
0-3679,0-4212,0
0-4493,0-5640,0
0-4661,0-5041,0
0-5539,0-3322,0
0-5226,0-1812,0
0-5494,0-2584,0
0-4818,0-3336,0
0-5509,0-5598,0
0-2579,0-4612,0
0-2196,0-5546,0
0-1101,0-4105,0
0-1643,0-2980,0
0-1353,0-4047,0
0-3132,0-3729,0
0-4318,0-2959,0
0-5245,0-5276,0
0-3884,0-2487,0
0-4492,0-2094,0
0-5151,0-3450,0
0-3481,0-4647,0
0-2238,0-5360,0
0-2317,0-5175,0
0-4051,0-3907,0
0-1713,0-5636,0
0-2477,0-3388,0
0-3491,0-2123,0
0-3938,0-4457,0
0-3425,0-3786,0
0-3864,0-5158,0
0-5588,0-5485,0
0-2447,0-5052,0
0-2780,0-1718,0
0-4466,0-3187,0
